ins_833	1936 yılında değiliz.	1936 yılındayız.
bio_1085	Kadın, uygar batı toplumunun fonksiyonuna kavuşması farz.	Kadınlarımızı, uygar Batı toplumlarındaki fonksiyonlara kavuşturmamız farzdır...
ess_876	Biz ne öğreniyoruz? Saye öğreniyoruz.	Bizler ne öğreniyorsak onlar sayesinde öğreniyoruz.
pop_849	Bu birlikte cesur savaşçı Mars 29 Eylül'den itibaren burç uzun sürelik yerleşecektir.	Bunlarla birlikte cesur savaşçı Mars 29 Eylül'den itibaren burcunuza uzun süreliğine yerleşecek.
pop_587	Patates salatası.	patates salatası
bio_42	ilk öpüşünde kısa oldu.	İlk öpüşmemiz kısa olmuştu.
ins_1640	Yangın nedeniyle su alan tekne, yangın söndürüldükten sonra bile batmamış olsaydı, yardım beklemek zorunda kalmazdı.	Kaza ya da yangın nedeniyle su almış olsa dahi batmamış olan teknede kalınarak yardım beklenmelidir.
ess_161	Her şeyin azıyla yetin, uykunun azı asla.	Her şeyin azıyla yetineceksin, uykunun azıyla asla.
news_308	Savcılık, soruşturma kapsamında, "birden çok kez kamu kurumunun dolandırıp ve sahte evrak tanzim etme" suçundan tutukla ve SSK malulen emekli olması işlem de Hasan Acar, mercek altında aldı.	Savcılık, soruşturma kapsamında, "birden çok kez kamu kurumunu dolandırma ve sahte evrak tanzimi" suçlarından tutuklanan ve SSK'dan malulen emekli olan Hasan Acar'ın, emeklilik işlemlerini de mercek altına aldı.
ess_1786	İnan ki, adalet partisi, DYP ve ANAP; Demokrat Parti izleyicileri olmasa, gör(y)üp y(a)şan(o) birikim üzeri şans elde etmey(e)ceğin(i) hiçbir zaman "küçük" bir parti olm(a)z(y)dı.	İnanıyorum ki, Adalet Partisi, DYP ve ANAP; Demokrat Parti'nin izleyicisi olarak görülmeselerdi ve o birikimin üzerine oturabilme şansını elde edemeselerdi kendi güçleriyle MHP'yi hiç bir zaman "küçük" bir parti olarak tutamazlardı.
pop_959	Üstelik üç kişiydik.	Üstelik üç kişiydik.
ess_1144	Telefonla konuşmayı bu yüzden sevmiyorum.	Telefonla konuşmayı bu yüzden sevmiyorum.
pop_1943	Salatayı servis tabağına alın.	Salatayı servis tabağına alın.
ins_1635	Sonra ders çalışıyorduk.	Sonra derslerimize çalışırdık.
ess_1279	bir eski zamanın masalı, kimi zaman yorgun gölge düşür.	Bir eski zaman masalından kimi zaman yorgun gölgeler düşürür.
bio_848	Bu kavga yalnızca Muhammet Şerif amcanın kolunu yaraladı.	Bu kavgada yalnızca Muhammet Şerif amca kolundan yaralandı.
ins_752	Ev sahibi arkadaşıyla daha yakın bir akraba gibi olan insanı yitiriyormuş gibi gözünde yaş tutmuyor.	Ev sahibi ise arkadaştan, akrabadan daha yakın bir insanı yitirmiş gibi göz yaşlarını tutamıyor:
bio_1572	Evler bitti.	Evleri bitmiş.
ins_1806	Ara birkaç gün geçti.	Aradan birkaç gün geçti.
pop_371	İlk satırın başvuru nedeni özetle.	İlk satırlar, başvurunun nedenini özetliyor:
ess_268	Ah vah, gerek yok.	Ah'lara, vah'lara gerek yok.
news_1181	Brezilya'da isyan çıktı.	Brezilya'da isyan dindi
ess_565	Reklam sayesinde asıl hiç iyi bir özellik olmayan bir ürün bile gayet rahat bir şekilde satılabilir.	Reklam sayesinde aslında hiç iyi bir özelliği olmayan bir ürün bile gayet rahat bir şekilde satılabilir.
ins_330	Kendi kendine söylemiştim, ama duyulmamış gibi görünüyor.	Söyledikerini kendisinin de duyduğunu bildirmek için eğildi.
ins_1406	Koskoca arabayı nasıl çeker, dört ayak üzerinde duracak hâli yok.	Koskoca arabayı nasıl çekerler, dört ayak üzerinde duracak hâlleri yok.
ess_1826	Çünkü onu daima bir şey çok rahatsız eder.	Çünkü onu daima bir şeyler çok rahatsız ediyor...
bio_79	"Evimize git. " diye dışarı çıkıp evimizin karşısındaki fırına giden adam burun buruna gelmişti.	"Evime gidiyorum." diye dışarı çıkınca evlerinin karşısındaki fırında çalışan adamlarla burun buruna gelmiş.
ins_1864	Fokus Grup yöntemi, bir grup insan, araştırma konusu üzerinde yapılan bir toplantı şekliyle gerçekleştirilir.	Fokus grup yöntemi, bir grup insanla, araştırma konusu üzerinde yapılan bir toplantı şeklinde gerçekleştirilir.
ins_342	Her sabah, her akşam, her gün, her hafta...	Her sabah, her akşam, her gün, her hafta...
ess_1158	Her olgu kendi yakınlığındaydı.	Tanımladığı her olgu onun kendisiyle olan yakınlığıdır.
ess_1323	Siz yutabilirsiniz kadar büyüyebilecek muktedir bir yara: annelik yarası.	Sizi yutuncaya kadar büyümeye muktedir bir YARA: Annelik Yarası.
pop_87	Gözlerinde belli bir noktaya dik dakikalarca hareketsiz kaldı.	Gözlerini belli bir noktaya dikip dakikalarca hareketsiz kaldı.
bio_851	Kısa süre sonra hallettikleri ateş bölgesini et yemeği için kullanacaklar.	Kısa süre sonra hallettik ateş edilen bölgeyi.
ins_1924	iç, dış bir harika.	İçi, dışı bir harika,
news_967	Kulübün doktoru Yalçın Yavuzer, iki yıldız da Ankaraspor deplasman formasını giyecek açıkladı.	Kulüp Doktoru Yalçın Yavuzer, iki yıldızın da Ankaraspor deplasmanında forma giyebileceğini açıkladı.
news_511	Avrupa şampiyonası, dünya kupası ve Atina olimpiyat oyunları eleme gösterisinde başarıdan sonra Dünya klasmanında 12. oldu.	Avrupa Şampiyonası, Dünya Kupası ve Atina Olimpiyat Oyunları elemelerinde gösterdiği başarılar sonrası dünya klasmanında 12.
bio_1397	Kapıya yürüdük.	Kapıya yürüdük.
news_1634	Avrasya maratonu bugün İstanbul'da koşulacak.	Avrasya Maratonu, bugün İstanbul'da koşulacak.
ins_936	"Yet mi?" dedi Atatürk...	"Yeter mi?" dedi Atatürk...
pop_311	ertesi sabah gün doğduğunda, üzereyimiz, eşofmanları giyip, koşarak parka gittim.	Ertesi sabah gün doğmak üzereyken, eşofmanlarımı giyip koşarak parka gittim.
ess_1631	Bir şeyi düşünmek tamamen imkansız olmuş.	Bir şey yapmasının tamamıyla imkânsız olduğunu düşünüyor.
ess_720	İbni Haldun'un Mukaddime'sinde devlet, şefkat ve merhamet öngör bir parçadır: "Devlet zalim ve kötü olursa, bu devlet için zararlı i'ken, o mahvet."	İbni Haldun'un Mukaddime'sinde devlete şefkati ve merhameti öngören bir parça var: "Devlet zalim ve kötü olursa, bu devlet uyruk için zararlıdır, onları mahveder.
news_581	Yunanistan'ın 1976 tarihli Bern mutabakatına aykırı olan Alman bandıralı Poseidon araştırma gemisi, Ege'de sismik inceleme yapmak için yetkilendirilmiş ve Türkiye bu sadece "protesto nota" vererek tepki göstermiş, ortaya çıkan kriz bitmiştir.	Yunanistan'ın 1976 tarihli Bern Mutabakatı'na aykırı olarak Alman bandıralı Poseidon araştırma gemisini, Ege'de sismik inceleme yapması için yetkilendirmesi ve Türkiye'nin buna sadece "protesto notası" vererek tepki göstermesiyle ortaya çıkan kriz bitmedi.
news_352	MHP Antalya milletvekili Nesrin Ünal, hayat hiç köyden geçmediği için oy iste,"eksik fazla" halka kucak açan tek kişi ol milletvekili yıprat söyle.	MHP Antalya Milletvekili Nesrin Ünal, hayatında hiç köylerden oy istemeyenlerin, "eksiğiyle fazlasıyla" halka kucağını açan tek kişi olan milletvekillerini yıprattığını söyledi.
bio_983	Dizim bir an önce iyileşmek için gün beş defa ilaç sürerek sarar, neyse ki boyunca ağrı dışında bir sorun çıkmaz.	Dizimi bir an önce iyileştirmek için günde beş defa ilaç sürüp sarıyorum, neyse ki tırmanış boyunca ağrının dışında bir sorun çıkartmıyor.
news_81	Ancak bu unsuru Türkiye üyeliğini engellemiyoruz.	Ancak bunu Türkiye'nin üyeliğini engelleyecek bir unsur olarak görmüyorum.
ins_1784	ertesi gün de komşu kapısına uğradı:	Ertesi gün de uğramayınca komşum çat kapı geldi:
ess_1023	Bu yeri kutlayın, "de" .	Bunu yemeli, kutlamalıyız," dedi.
ins_1831	Bu belge sonra buluş kullanım hakkı belirli bir süre için yalnızca buluşçu aittir.	Bu belge alındıktan sonra, buluşun kullanım hakkı belirli bir süre için yalnızca buluşçuya aittir.
ess_1131	Yüzüne dokun, elini tut, birazcık sıcaklık, güç ve güven verseydin, ölmeyecektim. Her geçen gün ve yıl, modern çağ insan yaşamını biraz daha karmaşık hale getiriyor. Bu elbette yeni ortaya çıkan tanım ve hallerden kaçılmayacak.	Yüzüme dokunsan, elimi tutsan, birazcık sıcaklık, güç ve güven verseydin, ben ölmezdim. " Her geçen gün ve yıl modern çağ insanının yaşamını biraz daha karmaşık hale getirirken bunun elbette yeni ortaya çıkan tanım ve halleri de kaçınılmaz olacaktır.
pop_117	Yaşamınızı büyü zorla.	Yaşam sizi büyümeye zorluyor.
bio_895	Biz Fenerbahçeli Türkler olarak ileriz.	Biz Fenerbahçeliler Türk ilinin erleriyiz."
ins_1230	"Haydi yan artık!"	"Haydi yan artık!"
bio_1912	Bu Avrupa ülkeleri, Amerikalıların sahip olduğundan daha çok ama çok sahip çık...	Bu Avrupa ülkeleri, Amerikalılarınkine de çok ama çok sahip çıkıyor...
news_1906	Keşmir'de çatışmalar var.	Keşmir'de çatışmalar
pop_449	Skandal ve yolsuzluk biz habersiz unutuldu.	Skandallar ve yolsuzluklar bizden habersiz unutuluyordu.
news_1389	Ambariye Medine istasyonu yılında tren hasreti.	Ambariye (Medine İstasyonu) yıllardır trene hasret.
news_873	Aleviler bugün sorun çıkarmadı.	Aleviler'in karşılaştıkları sorunlar bugün çıkmadı.
news_810	Sevsek de sevmesek de hayal kırıklığı uğra.	Sevenleri de sevmeyenleri de hayal kırıklığına uğramayacak.
pop_1728	Çünkü Allah vergi için bir yetenek gerek.	Çünkü Allah vergisi bir yetenek gerektiriyor.
bio_1797	Bu, bu hâl senin niyetinde ne olduğunu anlamaya çalıştığımız şeydir, hemen onu ver!	Bu duruş, bu hal, senin niyetinin ne olduğunu hemen ele veriyor!
pop_1469	Insan güvenlik kaygısı arttı; ahşap kapılar söküldü. Türkiye, "çelik kapılık ülke" oldu.	İnsanların güvenlik kaygısı arttıkça ahşap kapılar söküldü; Türkiye, "çelik kapılı ülke" oldu.
ess_1695	Çünkü uyarıldık...	Çünkü uyarıldık...
pop_1790	Uç filtreyi mutlaka plastik takmalısın, sigara içenler için. Futbolculuğum ve eczacılık günlerime ait anılarımın olduğu, demokrat bir insan olmama rağmen, o zaman pek keskin olmayan, bizim "oğul" dediğimiz zamanlarda, "siz iste kadar kıçını yırtın" dediğimiz, bu halkın sosyalizme benzesi, kendi kendine de benzesi, sınırlandı.	Ucuna mutlaka plastik filtre takılmış sigarasını tüttürerek futbolculuk ve eczacılık günlerine ait anılar anlatır, demokrat bir insan olmasına rağmen, o zaman pek keskin olan bizleri "Oğlum siz istediğiniz kadar kıçınızı yırtın, bu halk sosyalizmi de kendine benzetir" diyerek sinirlendirirdi.
news_434	Cemil Çiçek, TBMM'nin tasarısını sevk öncesinde içerik değişikliği yapılmamış olduğunu ifade etti, ancak kânun teknik açıdan bazı değişiklikler bulundu.	Cemil Çiçek, tasarının TBMM'ye sevkinden önce içeriğinde değişiklik yapılmadığını, ancak kanun tekniği açısından bazı değişikliklerin bulunduğunu ifade etti.
news_1097	Dünya Savaşı'nda Nazizm karşı zafer simgeleştir.	Dünya Savaşı'nda Nazizme karşı zaferini simgeliyor.
bio_320	İki üç bağlantı cümlesi sayfa birbirine bağlı bozuntu vermeden sür.	İki üç bağlantı cümlesiyle sayfaları biribirine bağlayıp bozuntuya vermeden sürdürmek.
bio_1401	Ama on üç on dört yaşındaydım, gene ev konuşmalarından, bilirim bu olmuştu.	Ama on üç on dört yaşma geldiğimde, gene evdeki konuşmalardan, biliyordum bunların olduğunu.
ins_1892	Bu zamana göre Hitler'in sınırına dayanmışız, 1940'lı yılların büyük lüksüydü.	Bunlar o zamana göre (Hitler'in sınıra dayandığı 1940'lı savaş yılları) büyük lükstü.
pop_1241	Hiç tanımıyorum kendimi.	Hiç tanımam kendisini.
ins_1735	Kontrol olmadı, etmeliyiz.	olup olmadığını kontrol ettirmeliyiz.
news_1973	Altı gün içinde bu ilgisizlik yüzünden daha ne kadar eylem yapılacak bilinmiyor.	Altıncı gününü de bitiren eylemin bu ilgisizlik yüzünden daha ne kadar süreceği ise bilinmiyor.
pop_1184	Minibüs/otobüs değişik şeyler fark ediyor ; mesela iş yerinde el geçirirsen şöyle bir göz atıp kapa uyduruk gazeteleri tek yolcuların yanında aç , iki de bir de kafa yönünü değiştir , önemli-önemsiz haber okumakta ısrar çalıştı.	Minibüslerde/otobüslerde değişik şeyler fark ederiz; mesela işyerinde elimize geçse şöyle bir göz atıp kapatacağımız uyduruk gazetelerden teki yolculardan biri tarafından açıldığında, iki de bir de kafamızı o yöne döndürüp, önemli önemsiz haberleri ısrarla okumaya çalıştığımızı.
news_439	Orada ki siyasi partinin bir ara gelerek konuştuğu önemliydi.	Oradaki siyasi partilerin bir araya gelip konuşması da önemlidir" diye konuştu.
ins_1444	Anne, baba da kalktı.	Annesi, babası da kalkmıştı.
bio_1911	Görücü kız iste bir kutu lokumun yerine bir kutu mücevher ile yolla Haydarabat Nizam!	Görücülerini kız istemeye bir kutu lokum yerine bir kutu mücevher ile yollayan Haydarabat Nizamı!
ess_416	kesinlik o alan dışındayız.	Kesinlik onun alanının dışındadır.
news_339	Alex buraya tamamen güvenlik amacıyla getirilmedi "diye" konuştu.	Alex buraya tamamen güvenlik amacıyla getirilmedi" diye konuştu.
pop_1787	Allah böyle istemez.	Allah böyle istemiyor.
ins_508	Biz evde, sevgimiz dışarıda vurarak asla sorun olmadı.	Bizim evimizde, sevgimizi dışa vurmak asla sorun olmamıştır.
ins_346	Kalabalık arka.	Kalabalık arkası.
pop_1764	Şeker, limon suyu, vanilya ve rendelenmiş hindistan cevizi ayrı bir kapta karıştırıldıktan sonra muzların üzerine yayın.	Şeker, limon suyu, vanilya ve rendelenmiş hindistan cevizini ayrı bir kapta karıştırıp muzların üzerine yayın.
pop_254	Satürn eklemi, kemik dikkatini çeker iste.	Satürn eklemlere, kemiklere dikkat edilmesini ister.
ess_1496	bir oyunu sinemada ya da tiyatroda yap ki Dünya ile izleduğun hiçbir zaman çakışmasın.	Bir oyuncunun sinema ya da tiyatroyu yaparkenki duyarlık dünyası ile izleyicinin duyarlık dünyası, diyebilirim ki hiçbir zaman çakışmaz.
news_770	"Füze ABD'ye çevrili."	"Füzeler ABD'ye çevrili"
ess_1510	Bu neden yaparsınız?	Bunu neden yapıyorsun bize?
ess_1365	O İstanbullu.	- O İstanbullu.
news_1566	Jean Reno "Wasabi" filminde kendi kişilik ve fizik çok uygun bulunarak canlandırılan rol.	Jean Reno "Wasabi"de canlandırdığı rolü kendi kişiliğine ve fiziğine çok uygun buluyor
bio_1739	1946 yılında, bu gelişme süreci CHP'nin sağ kanadı güç kazandı ve Yücel bakanlıktan ayrıldıktan sonra, milli eğitim bakanlığı bu sağ kanat temsilcisi Reşat Şemsettin Sirer tarafından alındı.	1946'da, bu gelişmeler sürecinde CHP'ninsağ kanadı güç kazanmış ve Yücel bakanlıktan ayrıldıktan sonra, Milli Eğitim Bakanlığı'na bu sağ kanadın temsilcisi Reşat Şemsettin Sirer atanmıştır.
ess_739	Her şey demokrasiye benzer, demokrasiyi andırır.	Her şey demokrasiye benziyor, demokrasiyi andırıyor.
news_292	Bir anlam görgü tanığıyım.	Bir anlamda görgü tanığıdır.
ins_1442	Şenlikli bir akşam yemeği.	ŞENLİKLİ BİR AKŞAM YEMEĞİ
news_1265	Türkiye'nin ekonomik ve sosyal etütleri vakfı TESEV tarafından hazırlanan güvenlik almanakında, iç tehdit öncelik verilen TSK, ülkeyi yöneten AKP'ye karşı dolaylı tehdit oluşturan laiklik karşıtı algıların işaret verdiği önemli bir konu olarak ele alındı.	Türkiye Ekonomik ve Sosyal Etüdler Vakfı (TESEV) tarafından hazırlanan güvenlik almanağında "iç tehdide öncelik veren TSK'nın, ülkeyi yöneten AKP'yi laikliğe karşı dolaylı tehdit olarak algılamakta olduğuna dair işaretler verdiği" öne sürüldü.
ins_720	Bir toplumun bir bölümü çalışırken, öteki bölümü çalışmıyorsa, o toplum felç olmuştur.	Bir toplumun bir bölümü çalışırken öteki bölümü çalışmazsa o toplum felce uğramış demektir.
bio_1374	Yanlış bir şey, uyumlu olmayan bir ifade, zamansız bir konuşma, insanların ahlaki sıfırını arttırabilir.	Yanlış bir şey, uyumlu olmayan bir ifade, zamansız bir konuşma, bir anda insanların morallerini sıfıra indirebilir.
news_686	Fakat biz bugün kafamızdaki müsamaha ki teslimiyetsizlik hatta onursuzluk halini getiriyoruz.	Fakat biz bugünkü kafamızla müsamahayı "teslimiyet" hatta onursuzluk haline getirmişiz.
ess_813	Sonra dönüş.	Sonra, döndü.
ins_318	Bu, Atatürk'ün sarı saçı, mavi gözü gibi ifade ettiği duygu ve düşünceleri anlayarak yapabileceğimiz bir şey değil.	Bunu, Atatürk'ün sarı saçlarından, mavi gözlerinden söz ederek değil, -onun da ifade ettiği gibi- duygu ve düşüncelerini anlamanıza, hissetmenize yol göstererek yapabileceğimi düşünüyorum.
ess_1942	Aç da tok da; öğretmen ol da profesör ol da.	Aç da geçer, tok da; öğretmen olarak da bitecek, profesör olarak da diyorum.
ins_1696	Baba, ders çal.	BABA: Ders çalış.
news_136	Bahçede karton kutular yığılıydı.	Bahçesinde karton kutular yığılıydı.
ess_1585	Resme karşı ilgi var.	Resime karşı ilgim var.
bio_169	bir de düello sahnesini çok çalış Zeffirelli.	Bir de düello sahnelerini çok çalıştırmış Zeffirelli.
ins_1963	Kırmızı şapkalı kız.	Kırmızı Şapkalı Kız:
ess_1741	bir kerze yönetmeninin haklarını teslim et.	Bi kerze yönetmeninin hakkını teslim edelim.
ins_1655	Çikolata ağacı.	ÇİKOLATA AĞACI
bio_1222	Kardeşler arasında huzursuzluk başladı.	Kardeşlerimle aram açıldı, huzursuzluklar başladı.
ins_1225	El, gönül birleşiyor.	Eller, gönüller birleşir,
ins_158	Öteki kitabı edinmiş kişi, küçük bir para karşılığında büyük zenginlik göstermenin doğal sevgisini gerektirir.	Öteki, kitabı edinen kişinin, küçük bir para karşılığında edindiği büyük zenginliğe göstermesi gereken doğal sevgi.
ess_1588	Ilginç değil mi?	İlginç, değil mi?
news_1923	Tüzmen, Türk Eximbank'ın 1 Ocak-31 Ekim 2004 tarihleri arasında verdiği kısa vadeli ihracat kredileri 2.8 milyar doları aş çek dikkat.	Tüzmen, Türk Eximbank'ın 1 Ocak-31 Ekim 2004 tarihleri arasında verdiği kısa vadeli ihracat kredilerinin ise 2.8 milyar doları aştığına dikkat çekti.
ess_1736	Deja vu mu yani?	Deja vu bu muydu yani?
news_371	Reform çalışmaları adalet camiasıyla birlikte yürütüldü.	Reform çalışmalarını adalet camiasıyla birlikte yürüttük.
news_1967	Bazı prematüre solunum durakları ve kalp hızı yavaşlayarak olabilir.	Bazı prematürelerde solunum duraklaması ve kalp hızında yavaşlama olabilir.
news_874	ABD başkanı George W.	ABD Başkanı George W.
news_1329	Politikacılar gibi çığlık ve alkış eşlik eden Marquez, hayran el sıkışıp anı defteri ve fotoğraf imzaladı.	Politikacılar gibi çığlıklar ve alkışlar eşliğinde karşılanan Marquez, hayranlarıyla el sıkışıp anı defteri ve fotoğraflarını imzaladı.
ins_1092	Annesi poğaça, börek ve kek hazırladı ve sepete doldurdu.	Annelerinin hazırladığı poaça, börek ve kekleri sepetlerine doldurmuşlardı.
news_946	Liste öncülüğünde çıkış isim ara yer alan, Oscar ödüllü Nicole Kidman, geçen yıl bulunduğu sıra göre atılım yap.	Listede öne çıkan isimler arasında yer alan Oscar ödüllü Nicole Kidman, geçen yıl bulunduğu sıraya göre atılım yaptı.
pop_467	Onun duygusal yönü ve hisleri veya genel yapı anlaşılması zordur.	Onların duygusal yönünü ve hislerini veya genelde yapılarını anlamak zordur.
pop_249	Oysa hepimiz tamamlamaya muhtaç eksikliklerle doluyuz, dengeleme muhtaç aşırılıklarla, ikaz etmek düzeltmeye muhtaç kusurlarla.	Oysa hepimizin tamamlanmaya muhtaç eksikliklerimiz, dengelenmeye muhtaç aşırılıklarımız, ikaz edilip düzeltilmeye muhtaç kusurlarımız vardır.
ess_569	Nereye kapattın zamanı?	Neredeyse kapanma vakti.
news_196	AB oto cam kartel, 1.38 milyar avro rekor para cezası.	AB'den oto camı karteline, 1.38 milyar avro rekor para cezası
ins_1031	Az sonra çocuk, bir ses kitabının duvarın arkasında sert bir tonla konuştuğunu duy.	Az sonra çocuk, bir sesin kitap duvarının arkasından oldukça sert bir tonda konuştuğunu duydu.
ins_313	Çünkü o zaman Süleyman yanımda olmadığı için hiçbir kitabımı silmedim.	Çünkü yanımda Süleyman olmadığı zamanlarda bana verdiği kitapları hiç silmiyor.
bio_1622	Ama bu örgüt kavramından Deniz gene de rağmen uzaklaşmadı.	Ama buna rağmen Deniz gene de örgüt kavramından uzaklaşmamıştır.
bio_364	Fakat gölük mekkâre sırtındaki üç konak dağında yol yaparak hırpalandık.	Fakat gölük (mekkâre) sırtında üç konak dağ yolu yapmış kadar hırpalandık.
ess_785	Yatırım yapmayın; fakirlik çaresi olmayacak. "Bu şansı kaybet, PKK'nın amacına ulaşamayacaksın."	Yatırım yapmıyor; fakirliğinize çare olmuyor. " Bu şansını kaybeden PKK emellerine ulaşamaz.
news_1012	Transfer işlemi yap.	Transfer bitiyor
news_910	Üç günlük cenaze alayı yürüyüşü, bugün Necef'te son bulacak.	Cenaze alayının üç günlük yürüyüşü, bugün Necef'te son bulacak.
news_1552	Kuzey Anadolu'daki fayın en batıdaki ucu bulunduğu çökelme ortamı, bu önemli kırık zonunun karakter değişimi, çizgisellik, birbiriyle paralel olması ve geliştiği takım fay zonlarını bırakıp, deformasyonun oldukça geniş bir alan etkinliği ve bu etkinliğin devamı gözleniyor.	Kuzey Anadolu Fayı'nın en batı ucunda bulunan bu çökelme ortamında, bu önemli kırık zonu karakterini değiştirerek, çizgiselliğini birbirlerine paralel olarak gelişmiş bir takım fay zonlarına bıraktığı ve deformasyonun oldukça geniş bir alanda etkinliğini sürdürdüğü gözlenmektedir.
news_809	Ertürk Uğur Dündar ve Nedim Şener'in soru yanıtları şöyle:	Ertürk'ün Uğur Dündar ve Nedim Şener'in sorularına yanıtları şöyle:
pop_1407	Hamuru tutmak için 5 bardak un ve bir yoğurma kabı kullanarak dökün.	Hamuru tutmak için 5 bardak unu bir yoğurma kabına dökün.
ins_1150	Babalar sabah işe giderlerdi.	Babaları, sabah işe gitmek üzereydi.
pop_992	Yoğurtlu karışımı tencereye az azar döküp, çorba sürekli karış.	Yoğurtlu karışımı tencereye azar azar dökerken, çorbayı sürekli karıştırın.
ess_1220	Gelenekçi biz fark etti.	Gelenekçiler bizi farketti.
ins_935	Kırmızı şapkalı kız, sonrasında arkadaşını buldu ve mutlu oldu.	Kırmızı Şapkalı Kız sonunda arkadaşını bulup mutlu olmuş.
news_721	6 Ocak'ta Samandıra toplama kampında sarı-lacivertli, 7-17 Ocak'ta Antalya kampında bu süre hazırlık maçını oyna.	6 Ocak'ta Samandıra'da toplanacak olan sarı-lacivertliler, 7-17 Ocak'ta Antalya'da kamp yapacak, bu sürede 3 hazırlık maçı oynayacak.
news_1099	İsrail bu tür bir operasyon rolünü alarak düşünmüyor.	İsrail'in bu tür bir operasyonda rol alacağını düşünmüyorum." diye konuştu.
ess_1834	Kiremit bir şato, köşe taşında hizmet Petroviç'in, bu emrinin yerine getirilmesiyle, buruş suratıyla, bugüne dek hiç olmadığı kadar mutlu görün.	Kiremitten bir şato, köşeleri taştan Hizmetçi Petroviç bu emri yerine getirirken, buruşmuş suratı bugüne dek hiç olmadığı kadar mutlu görünüyordu.
news_1491	Ermenistan-Türkiye maçının sabahı Erivan'da yayımlanan gazetelerden biri vurgu yaparak ilgi çekiciydi: "Başkan Bush da sıkı korunacak."	Ermenistan-Türkiye maçının sabahı Erivan'da yayımlanan gazetelerden birinin vurgusu ilgi çekiciydi: "Başkan Bush'tan da sıkı korunacak"
ins_172	Bu deyim farklı dillerden çeşitli biçimlerde kaynaklanır, yine de çoğu Venedik ve Cenevizli gel için İtalyanca'ya bak.	Bu deyimler farklı dillerden çeşitli biçimlerde kaynaklanır, yine de çoğu Venediklilerden ya da Cenevizlilerden geldiği için italyanca'larına bakalım.
pop_1166	Ragıp paşa Eğribozlu bir ailenin oğluydu.	Ragıp Paşa Eğribozlu bir ailenin oğluydu.
bio_1607	21 Ocak 1991 tarihinde, tarım ve Köyişleri bakanlığına ait arazi tahsisleri için orman ve bir sunuş yapıldı.	21 Ocak 1991'de arazi tahsisi için Tarım Orman ve Köyişleri Bakanlığı'na bir sunuş yapıldı.
ins_1835	El öğretmeni sağlık.	Eline sağlık öğretmenim,
news_302	mesut'un yönetim tarafından dışarı bırakıldığı, kadrosu üzerinde kendi ve birlik hareket eden 7 futbolcu, teknik kadro ve yönetim haber verdiği şehir terk edildi.	Mesut'un, yönetim tarafından kadro dışı bırakıldığını, bunun üzerine kendisi ve birlikte hareket eden 7 futbolcunun, teknik kadro ve yönetime haber vermeden şehri terkettiklerini söyledi.
ess_494	Açıkçası, o ilk öykü kitabını yayınlamadan bir kitap oluşuna kadar olan fark değil.	Açıkçası, o ilk öykü kitabımı yayınlayıncaya kadar bir kitap oluşturacak kadar öykümün olduğunun farkında değildim.
pop_308	Merkür bu yıl üç kez geri gitti olacak.	Merkür bu yılda 3 kez geri gidiyor olacak.
ins_1197	Gezegen çık çık, .	Gezegencik cik cik cik,
news_1331	Samsunspor üst üstte 3. galibiyet ve üç maçta toplam 9 golle ferah çıktı.	Samsunspor üst üste 3. galibiyet ve üç maçta 9 golle feraha çıktı.
pop_1089	Körili şalgam çorbası.	KÖRİLİ ŞALGAM ÇORBASI
pop_327	su süzüp soğu.	Suyunu süzüp soğutun.
ess_1723	Alsancak garındaki tütün işçisi kızlar, tanıştıkları son tren bekçi hüzününe ortak oldular...	Alsancak garında tütün işçisi kızlarla tanışmış, son tren bekçilerinin hüznüyle buluşmuştu...
news_759	El Vatan gazetesi yer alıyor, köktendinci düzenlemesiyle yapılan saldırıdan önce günün başkenti Cezayir'in 130 kilometre doğusundaki Tigzirt ve Dellys bölgesiyle bağlantı yolu meydana getirilmiş belirtiliyor.	El Vatan gazetesinde yer alan haberde, köktendincilerin düzenlediği saldırının önceki gün, başkent Cezayir'in 130 kilometre doğusunda Tigzirt ile Dellys bölgesini bağlayan yolda meydana geldiği belirtildi.
ess_1619	Günün içinde, o sesler, o kokular dolaşıyor.	Günümüzün içinde o seslerle, o kokularla dolaşıyorlar.
ess_166	Yılın üstünde konuş, söylev ver.	Yıllardır üstünde konuşuyorlar, söylev veriyorlar.
ess_982	Marinus Van Der Lubbe adlı genç bir Hollandalı anarşist...	Marinus Van Der Lubbe adlı genç bir Hollandalı anarşist...
ins_296	O vakit Güllük'ün çocukları başladılar Hermiyas alayını etmek için.	O vakit Güllük'ün çocukları başladılar Hermiyas'la alay etmeye:
pop_981	Malzeme:	Malzemeler:
pop_1290	Gör parmak tırnağı uç göster böyle minnacık minnacık rakı bardakları var y hikâye anlat.	Görsen -parmağının tırnak ucunu göstererek- böyle minnacık minnacık rakı bardakları vardı" hikayesini anlatmış.
bio_936	yalnız o İstanbul'u bile okuyoruz.	Yalnız o İstanbul'u okumak bile yetiyor.
ess_1457	Harp akademileri Türk ordusunun hangi mevzide hangi edada durduğunu bir daha ilan etti.	Harp Akademilerinde Türk Ordusunun hangi mevzide hangi edayla durduğunu bir daha ilan etti.
bio_575	Çanta mini müzik seti bile olmuştu.	Çantamda mini müzik setim bile olmuştu.
